Create Appraisals,Создать оценки эффективности,
Create Interview,Создать собеседование,
Create Job Applicant,Создать соискателя,
Create Job Opening,Создать вакансию,
Create Shifts After,Создать смены после,
Creating Appraisals,Создание оценок эффективности,
Creation Failed,Создание не удалось,
Creation of Salary Structure Assignments has been queued. It may take a few minutes.,Создание назначений структуры оплаты труда поставлено в очередь. Это может занять несколько минут.,
Creation of Shift Assignments has been queued. It may take a few minutes.,Создание назначений смен поставлено в очередь. Это может занять несколько минут.,
Criteria based on which employee should be rated in Performance Feedback and Self Appraisal,"Критерии, на основе которых сотрудник должен быть оценен в обратной связи по эффективности и самооценке",
Currency,Валюта,
Currency of selected Income Tax Slab should be {0} instead of {1},Валюта выбранной налоговой ставки должна быть {0} вместо {1},
Current CTC,Текущая общая стоимость компенсации,
Current Employer,Текущий работодатель,
Current Job Title,Текущая должность,
Current Month Income Tax,Подоходный налог за текущий месяц,
Current Odometer value,Текущее значение одометра,
Current Slab,Текущая ставка
Current Work Experience,Текущий опыт работы,
"Currently, there is no {0} leave period for this date to create/update leave allocation.",В настоящее время нет периода отпуска {0} для этой даты для создания/обновления распределения отпуска.,
Custom Range,Пользовательский диапазон,
Cycle Name,Название цикла,
Cycles,Циклы,
Date,Дата,
Dates & Reason,Даты и причина,
Dates Based On,Даты на основе,
Decision Pending,Ожидается решение,
Deduction from Salary,Удержание из зарплаты,
Deductions before tax calculation,Удержания до расчета налога,
Default Base Pay,Базовая оплата по умолчанию,
Delete Attachment,Удалить вложение,
Department: {0},Отдел: {0},
Depends On Payment Days,Зависит от дней оплаты,
Designation: {0},Должность: {0},
"Disable {0} for the {1} component, to prevent the amount from being deducted twice, as its formula already uses a payment-days-based component.","Отключите {0} для компонента {1}, чтобы предотвратить двойное удержание суммы, так как его формула уже использует компонент на основе дней оплаты.",
Disable {0} or {1} to proceed.,Отключите {0} или {1} для продолжения.,
Do you want to update the Job Applicant {0} as {1} based on this interview result?,Хотите обновить статус соискателя {0} на {1} на основе результатов этого собеседования?,
Duplicate Attendance,Дублирование посещаемости,
Duplicate Job Requisition,Дублирование заявки на вакансию,
Duplicate Overwritten Salary,Дублирование перезаписанной зарплаты,
Duplicate Salary Withholding,Дублирование удержания зарплаты,
ERROR({0}): {1},ОШИБКА({0}): {1},
Early Exit By,Ранний уход,
Early Exits,Ранние уходы,
Earned Leaves,Накопленные отпуска,
Earned Leaves are allocated as per the configured frequency via scheduler.,Накопленные отпуска распределяются согласно настроенной частоте через планировщик.,
Earned Leaves are auto-allocated via scheduler based on the annual allocation set in the Leave Policy: {0},Накопленные отпуска автоматически распределяются через планировщик на основе годового распределения, установленного в политике отпусков: {0},
Earned Leaves are leaves earned by an Employee after working with the company for a certain amount of time. Enabling this will allocate leaves on pro-rata basis by automatically updating Leave Allocation for leaves of this type at intervals set by 'Earned Leave Frequency.,"Накопленные отпуска - это отпуска, заработанные сотрудником после работы в компании определенное время. Включение этой опции будет распределять отпуска пропорционально путем автоматического обновления распределения отпусков этого типа с интервалами, установленными в 'Частота накопления отпусков'.",
Earning Salary Component is required for Employee Referral Bonus.,Для бонуса за рекомендацию сотрудника требуется компонент начисления зарплаты.,
Earnings & Deductions,Начисления и удержания,
Effective From,Действует с,
Effective To,Действует по,
Email Salary Slips,Отправить расчетные листки по email,
Employee Advance Balance,Остаток аванса сотрудника,
Employee Cost Center,Центр затрат сотрудника,
Employee Exit Settings,Настройки увольнения сотрудника,
Employee Exits,Увольнения сотрудников,
Employee Feedback Criteria,Критерии обратной связи сотрудника,
Employee Feedback Rating,Рейтинг обратной связи сотрудника,
Employee Grievance,Жалоба сотрудника,
Employee Image,Фото сотрудника,
Employee Info,Информация о сотруднике,
Employee Naming By,Именование сотрудника по,
Employee Onboarding: {0} already exists for Job Applicant: {1},Адаптация сотрудника: {0} уже существует для соискателя: {1},
Employee Performance Feedback,Обратная связь по эффективности сотрудника,
Employee Referral {0} is not applicable for referral bonus.,Рекомендация сотрудника {0} не подходит для бонуса за рекомендацию.,
Employee Referrals,Рекомендации сотрудников,
Employee Responsible,Ответственный сотрудник,
Employee Retained,Сотрудник удержан,
Employee Self Service,Личный кабинет сотрудника,
Employee Status,Статус сотрудника,
"Employee can be named by Employee ID if you assign one, or via Naming Series. Select your preference here.","Сотрудник может быть назван по ID сотрудника, если он назначен, или через серию именования. Выберите предпочтительный вариант здесь.",
Employee name,ФИО сотрудника,
Employee records are created using the selected option,Записи сотрудников создаются с использованием выбранной опции,
Employee was marked Absent due to missing Employee Checkins.,Сотрудник отмечен как отсутствующий из-за отсутствия отметок прихода/ухода.,
Employee was marked Absent for not meeting the working hours threshold.,Сотрудник отмечен как отсутствующий за невыполнение нормы рабочих часов.,
Employee {0} already has an Attendance Request {1} that overlaps with this period,"У сотрудника {0} уже есть заявка на присутствие {1}, которая пересекается с этим периодом",
Employee {0} already has an active Shift {1}: {2} that overlaps within this period.,"У сотрудника {0} уже есть активная смена {1}: {2}, которая пересекается с этим периодом.",
Employee {0} already submitted an application {1} for the payroll period {2},Сотрудник {0} уже отправил заявление {1} на расчетный период {2},
Employee {0} has already applied for Shift {1}: {2} that overlaps within this period,"Сотрудник {0} уже подал заявку на смену {1}: {2}, которая пересекается с этим периодом",
Employee {0} has already applied for {1} between {2} and {3} : {4},Сотрудник {0} уже подал заявку на {1} между {2} и {3} : {4},
Employee {0} not found in Training Event Participants.,Сотрудник {0} не найден среди участников учебного мероприятия.,
Employee {0} relieved on {1} must be set as 'Left',"Сотрудник {0}, освобожденный {1}, должен быть отмечен как 'Уволен'",
Employee: {0} have to complete minimum {1} years for gratuity,Сотрудник: {0} должен отработать минимум {1} лет для получения выходного пособия,
Employees cannot give feedback to themselves. Use {0} instead: {1},Сотрудники не могут давать обратную связь самим себе. Используйте {0} вместо этого: {1},
Employees will miss holiday reminders from {} until {}. <br> Do you want to proceed with this change?,Сотрудники не будут получать напоминания о праздниках с {} до {}. <br> Хотите продолжить с этим изменением?,
Employees without Feedback: {0},Сотрудники без обратной связи: {0},
Employees without Goals: {0},Сотрудники без целей: {0},
Enable Early Exit Marking,Включить отметку раннего ухода,
Enable Late Entry Marking,Включить отметку позднего прихода,
Encashment Days,Дни для компенсации,
Encashment Days cannot exceed {0} {1} as per Leave Type settings,Дни для компенсации не могут превышать {0} {1} согласно настройкам типа отпуска,
Encashment Limit Applied,Применен лимит компенсации,
End,Конец,
End Date cannot be before Start Date,Дата окончания не может быть раньше даты начала,
End date: {0},Дата окончания: {0},
Enter the Standard Working Hours for a normal work day. These hours will be used in calculations of reports such as Employee Hours Utilization and Project Profitability analysis.,Введите стандартные ра��очие часы для обычного рабочего дня. Эти часы будут использоваться в расчетах отчетов, таких как использование рабочих часов сотрудника и анализ рентабельности проекта.,
Enter the number of leaves you want to allocate for the period.,"Введите количество дней отпуска, которое вы хотите распределить на период.",
Error in formula or condition,Ошибка в формуле или условии,
Error in formula or condition: {0} in Income Tax Slab,Ошибка в формуле или условии: {0} в налоговой ставке,
Error while evaluating the {doctype} {doclink} at row {row_id}. <br><br> <b>Error:</b> {error} <br><br> <b>Hint:</b> {description},Ошибка при оценке {doctype} {doclink} в строке {row_id}. <br><br> <b>Ошибка:</b> {error} <br><br> <b>Подсказка:</b> {description},
Evaluation Method cannot be changed as there are existing appraisals created for this cycle,"Метод оценки не может быть изменен, так как для этого цикла уже созданы оценки эффективности",
Every 2 Weeks,Каждые 2 недели,
Every 3 Weeks,Каждые 3 недели,
Every 4 Weeks,Каждые 4 недели,
Every Week,Каждую неделю,
"Everyone, let's congratulate them on their work anniversary!",Давайте все поздравим их с годовщиной работы!,
"Everyone, let's congratulate {0} on their birthday.",Давайте все поздравим {0} с днем рождения.,
Exchange Rate cannot be zero.,Курс обмена не может быть нулевым.,
Exclude Holidays,Исключить праздники,
Excluded {0} Non-Encashable Leaves for {1},Исключено {0} некомпенсируемых дней отпуска для {1},
Exemption Proofs,Подтверждения льгот,
Existing Record,Существующая запись,
Exit Confirmed,Увольнение подтверждено,
Exit Details,Детали увольнения,
Exit Interview,Итоговое собеседование,
Exit Interview Pending,Ожидается итоговое собеседование,
Exit Interview {0} already exists for Employee: {1},Итоговое собеседование {0} уже существует для сотрудника: {1}
Exit Questionnaire,Анкета при увольнении,
Exit Questionnaire Notification,Уведомление об анкете при увольнении,
Exit Questionnaire Notification Template,Шаблон уведомления об анкете при увольнении,
Exit Questionnaire Pending,Ожидается заполнение анкеты при увольнении,
Exit Questionnaire Web Form,Веб-форма анкеты при увольнении,
Expected Average Rating,Ожидаемый средний рейтинг,
Expected By,Ожидается к,
Expected Compensation,Ожидаемая компенсация,
Expected Skill Set,Ожидаемый набор навыков,
Expected Skillset,Ожидаемый набор навыков,
Expense Claim Summary,Сводка по авансовым отчетам,
Expenses & Advances,Расходы и авансы,
Expired Leave(s),Истекшие отпуска,
Exporting...,Экспорт...,
Failed to create/submit {0} for employees:,Не удалось создать/отправить {0} для сотрудников:,
Failed to delete defaults for country {0}.,Не удалось удалить значения по умолчанию для страны {0}.,
Failed to download Salary Slip PDF,Не удалось скачать расчетный листок в PDF,
Failed to send the Interview Reschedule notification. Please configure your email account.,"Не удалось отправить уведомление о переносе собеседования. Пожалуйста, настройте вашу учетную запись email.",
Failed to setup defaults for country {0}.,Не удалось настроить значения по умолчанию для страны {0}.,
"Failed to submit some leave policy assignments:""Не удалось отправить некоторые назначения политики отпусков:""",
Failed to update the Job Applicant status,Не удалось обновить статус соискателя,
Failed to {0} {1} for employees:,Не удалось {0} {1} для сотрудников:,
Failure Details,Детали ошибки,
Feedback Count,Количество отзывов,
Feedback HTML,HTML отзыва,
Feedback Ratings,Рейтинги отзывов,
Feedback Reminder Notification Template,Шаблон уведомления-напоминания об отзыве,
Feedback Score,Балл обратной связи,
Feedback Summary,Сводка по обратной связи,
Feedback already submitted for the Interview {0}. Please cancel the previous Interview Feedback {1} to continue.,"Отзыв уже отправлен для собеседования {0}. Пожалуйста, отмените предыдущий отзыв о собеседовании {1} для продолжения.",
Feedback cannot be recorded for an absent Employee.,Невозможно записать обратную связь для отсутствующего сотрудника.,
Feedback {0} added successfully,Отзыв {0} успешно добавлен,
Fetch Geolocation,Получить геолокацию,
Fetch Shift,Получить смену,
Fetch Shifts,Получить смены,
Fetching Employees,Получение списка сотрудников,
Fetching Shift,Получение смены,
Fetching your geolocation,Получение вашей геолокации,
File Preview,Предпросмотр файла,
Filled,Заполнено,
Filter Employees,Фильтр сотрудников,
Final Decision,Окончательное решение,
Final Score,Итоговый балл,
Final Score Formula,Формула итогового балла,
First Day,Первый день,
First Name,Имя,
FnF Pending,Ожидается полный расчет,
For Designation,Для должности
"For a day of leave taken, if you still pay (say) 50% of the daily salary, then enter 0.50 in this field.","Если за день отпуска вы все еще платите (например) 50% дневной зарплаты, введите 0.50 в это поле.",
Fraction of Applicable Earnings,Доля применимых начислений,
Fraction of Daily Salary per Leave,Доля дневной зарплаты за отпуск,
Fractional Cost,Частичная стоимость,
Frappe HR,Frappe HR,
Frappe School,Frappe School,
From Date must come before To Date,Дата начала должна быть раньше даты окончания,
From date can not be less than employee's joining date.,Дата начала не может быть раньше даты приема сотрудника на работу.,
From here, you can enable encashment for the balance leaves.,Здесь вы можете включить компенсацию для остатка отпусков.,
From(Year),С (год),
Fuchsia,Фуксия,
Fuel Expenses,Расходы на топливо,
Full and Final Asset,Активы при ��олном расчете,
Full and Final Outstanding Statement,Ведомость задолженности при полном расчете,
Full and Final Statement,Ведомость полного расчета,
Future Income Tax,Будущий подоходный налог,
Geolocation Error,Ошибка геолокации,
Geolocation is not supported by your current browser,Геолокация не поддерживается вашим текущим браузером,
Get Job Requisitions,Получить заявки на вакансии,
Get the app on your device for easy access & a better experience!,Установите приложение на ваше устройство для удобного доступа и лучшего опыта!,
Get the app on your iPhone for easy access & a better experience,Установите приложение на ваш iPhone для удобного доступа и лучшего опыта,
Go to Login,Перейти к входу,
Go to Reset Password page,Перейти на страницу сброса пароля,
Goal Completion (%),Выполнение цели (%),
Goal Score,Оценка цели,
Goal Score (%),Оценка цели (%),
Goal Score (weighted),Оценка цели (взвешенная),
Goal progress percentage cannot be more than 100.,Процент выполнения цели не может быть больше 100.,
Goal should be aligned with the same KRA as its parent goal.,"Цель должна быть согласована с тем же КПЭ, что и родительская цель.",
Goal should be owned by the same employee as its parent goal.,"Цель должна принадлежать тому же сотруднику, что и родительская цель.",
Goal should belong to the same Appraisal Cycle as its parent goal.,"Цель должна принадлежать тому же циклу оценки эффективности, что и родительская цель.",
Goal updated successfully,Цель успешно обновлена,
Goals updated successfully,Цели успешно обновлены,
Gratuity,Выходное пособие,
Gratuity Applicable Component,Применимый компонент выходного пособия,
Gratuity Rule,Правило выходного пособия,
Gratuity Rule Slab,Ставка правила выходного пособия,
Grievance Against,Жалоба на,
Grievance Against Party,"Сторона, на которую подана жалоба",
Grievance Details,Детали жалобы,
Grievance Type,Тип жалобы,
Gross Pay (Company Currency),Общая зарплата (в валюте компании),
Gross Year To Date,Общая сумма с начала года,
Gross Year To Date(Company Currency),Общая сумма с начала года (в валюте компании),
Group goal's progress is auto-calculated based on the child goals.,Прогресс групповой цели автоматически рассчитывается на основе дочерних целей.,
HR,HR,
HR & Payroll,HR и расчет зарплаты,
HR & Payroll Settings,Настройки HR и расчета зарплаты,
HR-ADS-.YY.-.MM.-,HR-ADS-.YY.-.MM.-,
HR-APR-.YYYY.-,HR-APR-.YYYY.-,
HR-ATT-.YYYY.-,HR-ATT-.YYYY.-,
HR-EAD-.YYYY.-,HR-EAD-.YYYY.-
HR-EXIT-INT-,HR-EXIT-INT-,
HR-EXP-.YYYY.-,HR-EXP-.YYYY.-,
HR-HIREQ-,HR-HIREQ-,
HRMS,HRMS,
Half Day Records,Записи о неполных днях,
Hey {}! This email is to remind you about the upcoming holidays.,Привет {}! Это письмо напоминает вам о предстоящих праздниках.,
Hiring Count,Количество нанятых,
Holidays this Month.,Праздники в этом месяце.,
Holidays this Week.,Праздники на этой неделе.,
Hour Rate (Company Currency),Часовая ставка (в валюте компании),
"If checked, Payroll Payable will be booked against each employee","Если отмечено, расчеты по зарплате будут учитываться по каждому сотруднику",
"If enabled, auto attendance will be marked on holidays if Employee Checkins exist","Если включено, автоматическая посещаемость будет отмечаться в праздничные дни при наличии отметок прихода/ухода сотрудника",
"If enabled, deducts payment days for absent attendance on holidays. By default, holidays are considered as paid","Если включено, вычитает дни оплаты за отсутствие в праздничные дни. По умолчанию праздничные дни считаются оплачиваемыми",
"If enabled, the component will be considered as a tax component and the amount will be auto-calculated as per the configured income tax slabs","Если включено, компонент будет рассматриваться как налоговый компонент, и сумма будет автоматически рассчитываться согласно настроенным налоговым ставкам",
"If enabled, the component will be considered in the Income Tax Deductions report","Если включено, компонент будет учитываться в отчете о налоговых вычетах",
"If enabled, the component will not be displayed in the salary slip if the amount is zero","Если включено, компонент не будет отображаться в расчетном листке, если сумма равна нулю",
"If enabled, the total no. of applications received for this opening will be displayed on the website","Если включено, общее количество полученных заявок на эту вакансию будет отображаться на сайте",
"If enabled, the value specified or calculated in this component will not contribute to the earnings or deductions. However, it's value can be referenced by other components that can be added or deducted.","Если включено, значение, указанное или рассчитанное в этом компоненте, не будет влиять на начисления или удержания. Однако его значение может использоваться другими компонентами, которые могут быть добавлены или вычтены.",
"If enabled, total no. of working days will include holidays, and this will reduce the value of Salary Per Day","Если включено, общее количество рабочих дней будет включать праздники, и это уменьшит значение зарплаты за день",
"If set, the job opening will be closed automatically after this date","Если установлено, вакансия будет автоматически закрыта после этой даты",
"If you are using loans in salary slips, please install the {0} app from Frappe Cloud Marketplace or GitHub to continue using loan integration with payroll.","Если вы используете займы в расчетных листках, пожалуйста, установите приложение {0} из Frappe Cloud Marketplace или GitHub для продолжения использования интеграции займов с расчетом зарплаты.",
"In case of any error during this background process, the system will add a comment about the error on this Payroll Entry and revert to the Submitted status","В случае любой ошибки во время этого фонового процесса система добавит комментарий об ошибке в эту запись расчета зарплаты и вернется к статусу Отправлено""",
Incentive,Премия,
Include Company Descendants,Включить дочерние компании,
Include Holidays,Включить праздники,
Income Source,Источник дохода,
Income Tax Breakup,Разбивка подоходного налога,
Income Tax Computation,Расчет подоходного налога,
Income Tax Deducted Till Date,Подоходный налог удержан до даты,
Income Tax Slab is mandatory since the Salary Structure {0} has a tax component {1},Налоговая ставка обязательна, так как структура оплаты труда {0} имеет налоговый компонент {1},
Income from Other Sources,Доход из других источников,
Incorrect Weightage Allocation,Неправильное распределение весов,
Indicates the number of leaves that cannot be encashed from the leave balance. E.g. with a leave balance of 10 and 4 Non-Encashable Leaves, you can encash 6, while the remaining 4 can be carried forward or expired,Указывает количество дней отпуска, которые нельзя компенсировать из остатка отпуска. Например, при остатке отпуска 10 дней и 4 некомпенсируемых днях вы можете компенсировать 6 дней, а оставшиеся 4 могут быть перенесены или истечь,
Install,Установить,
Install Frappe HR,Установить Frappe HR,
Insufficient Balance,Недостаточный остаток,
Insufficient leave balance for Leave Type {0},Недостаточный остаток отпуска для типа отпуска {0},
Interest Income Account,Счет процентного дохода,
Interview,Собеседование,
Interview Detail,Детали собеседования,
Interview Details,Детали собеседования,
Interview Feedback,Отзыв о собеседовании,
Interview Feedback Reminder,Напоминание об отзыве о собеседовании,
Interview Feedback {0} submitted successfully,Отзыв о собеседовании {0} успешно отправлен,
Interview Not Rescheduled,Собеседование не перенесено,
Interview Reminder,Напоминание о собеседовании,
Interview Reminder Notification Template,Шаблон уведомления-напоминания о собеседовании,
Interview Rescheduled successfully,Собеседование успешно перенесено,
Interview Round,Раунд собеседования,
Interview Round {0} is only applicable for the Designation {1},Раунд собеседования {0} применим только для должности {1},
Interview Round {0} is only for Designation {1}. Job Applicant has applied for the role {2},Раунд собеседования {0} только для должности {1}. Соискатель подал заявку на должность {2},
Interview Scheduled Date,Запланированная дата собеседования,
Interview Status,Статус собеседования,
Interview Summary,Сводка по собеседованию,
Interview Type,Тип собеседования,
Interview: {0} Rescheduled,Собеседование: {0} перенесено,
Interviewer,Интервьюер,
Interviewers,Интервьюеры,
Invalid Additional Salary,Недействительная дополнительная зарплата,
Invalid Cost Center,Недействительный центр затрат,
Invalid Payroll Payable Account. The account currency must be {0} or {1},Недействительный счет расчетов по зарплате. Валюта счета должна быть {0} или {1},
Investigated,Расследовано,
Investigation Details,Детали расследования,
Is Applicable for Referral Bonus,Применимо для бонуса за рекомендацию,
Is Compensatory Leave,Является компенсационным отпуском,
Is Partially Paid Leave,Является частично оплачиваемым отпуском,
Is Recurring Additional Salary,Является повторяющейся дополнительной зарплатой,
Is Salary Released,Зарплата выплачена,
Is Salary Withheld,Зарплата удержана,
Job Applicant {0} created successfully.,Соискатель {0} успешно создан.,
Job Applicants are not allowed to appear twice for the same Interview round. Interview {0} already scheduled for Job Applicant {1},Соискателям не разрешается проходить один и тот же раунд собеседования дважды. Собеседование {0} уже запланировано для соискателя {1},
Job Application Route,Маршрут заявки на работу,
Job Offer Term Template,Шаблон условий предложения о работе,
Job Opening Associated,Связанная вакансия,
Job Openings,Вакансии,
Job Openings for the designation {0} are already open or the hiring is complete as per the Staffing Plan {1},Вакансии на должность {0} уже открыты или найм завершен согласно плану по персоналу {1},
Job Requisition,Заявка на вакансию,
Job Requisition {0} has been associated with Job Opening {1},Заявка на вакансию {0} связана с вакансией {1},
KRA Evaluation Method,Метод оценки КПЭ,
KRA updated for all child goals.,КПЭ обновлен для всех дочерних целей.,
KRA vs Goals,КПЭ и цели,
KRAs,КПЭ,
Key Result Area,Ключевой показатель эффективности,
Last Day,Последний день,
Last Odometer Value,Последнее значение одометра,
Late Entries,Поздние приходы,
Late Entry & Early Exit Settings for Auto Attendance,Настройки позднего прихода и раннего ухода для автоматической посещаемости,
Late Entry By,Поздний приход,
Latitude and longitude values are required for checking in.,Для отметки прихода требуются значения широты и долготы.,
Leave Application period cannot be across two non-consecutive leave allocations {0} and {1}.,Период заявления на отпуск не может охватывать два непоследовательных распределения отпуска {0} и {1}.,
Leave Details,Детали отпуска,
Leave History,История отпусков,
Leave Ledger,Журнал отпусков,
Leave Policy Assignment,Назначение политики отпусков,
Leave Policy Assignment Overlap,Пересечение назначений политики отпусков,
Leave Policy: {0} already assigned for Employee {1} for period {2} to {3},Политика отпусков: {0} уже назначена сотруднику {1} на период с {2} по {3},
Leave Type can either be compensatory or earned leave.,"Тип отпуска может быть либо компенсационным, либо накопленным.",
Leave Type can either be without pay or partial pay,"Тип отпуска может быть либо без оплаты, либо с частичной оплатой",
Leave Type is mandatory,Тип отпуска обязателен,
Leave allocation {0} is linked with the Leave Application {1},Распределение отпуска {0} связано с заявлением на отпуск {1}
Leave already have been assigned for this Leave Policy Assignment,Отпуск уже назначен для этого назначения политики отпусков,
Leave and Expense Claim Settings,Настройки отпусков и авансовых отчетов,
Leave of type {0} cannot be longer than {1}.,Отпуск типа {0} не может быть длиннее {1}.,
Leave(s) Expired,Истекшие отпуска,
Leave(s) Pending Approval,Отпуска ожидающие утверждения,
Leave(s) Taken,Использованные отпуска,
Leaves & Holidays,Отпуска и праздники,
Leaves Pending Approval,Отпуска ожидающие утверждения,
Leaves for the Leave Type {0} won't be carry-forwarded since carry-forwarding is disabled.,Отпуска типа {0} не будут перенесены, так как перенос отключен.,
Leaves you can avail against a holiday you worked on. You can claim Compensatory Off Leave using Compensatory Leave Request. Click {0} to know more,Отпуска, которые вы можете получить за работу в праздничный день. Вы можете запросить компенсационный отпуск, используя заявку на компенсационный отпуск. Нажмите {0} для подробностей,
Lime,Лайм,
Link the cycle and tag KRA to your goal to update the appraisal's goal score based on the goal progress,Свяжите цикл и отметьте КПЭ для вашей цели, чтобы обновить оценку цели в оценке эффективности на основе прогресса цели,
Linked Project {} and Tasks deleted.,Связанный проект {} и задачи удалены.,
Loan Account,Счет займа,
Loan Product,Продукт займа,
Loan Repayment,Погашение займа,
Loan cannot be repayed from salary for Employee {0} because salary is processed in currency {1},Заем не может быть погашен из зарплаты для сотрудника {0}, так как зарплата обрабатывается в валюте {1},
Login Failed,Ошибка входа,
Login to Frappe HR,Вход в Frappe HR,
Lower Range,Нижний диапазон,
Make Bank Entry,Создать банковскую проводку,
Manage Billing,Управление биллингом,
Mandatory fields required for this action,Обязательные поля необходимы для этого действия,
Manual Rating,Ручной рейтинг,
Mark Auto Attendance on Holidays,Отмечать автоматическую посещаемость в праздники,
Mark as Completed,Отметить как завершено,
Mark as In Progress,Отметить как в процессе,
Mark as {0},Отметить как {0},
Mark attendance as {0} for {1} on selected dates?,Отметить посещаемость как {0} для {1} на выбранные даты?,
Mark attendance based on 'Employee Checkin' for Employees assigned to this shift.,Отмечать посещаемость на основе 'Отметок прихода/ухода сотрудника' для сотрудников, назначенных на эту смену.,
Mark {0} as Completed?,Отметить {0} как завершено?,
Mark {0} {1} as {2}?,Отметить {0} {1} как {2}?,
Marking Attendance,Отметка посещаемости,
Maximum Consecutive Leaves Allowed,Максимальное количество последовательных отпусков разрешено,
Maximum Consecutive Leaves Exceeded,Превышено максимальное количество последовательных отпусков,
Maximum Encashable Leaves,Максимальное количество компенсируемых отпусков,
Maximum Leave Allocation Allowed,Максимальное разрешенное распределение отпусков,
Maximum benefit of employee {0} exceeds {1} by the sum {2} of benefit application pro-rata component amount and previous claimed amount,Максимальная льгота сотрудника {0} превышает {1} на сумму {2} пропорциональной части заявки на льготу и ранее заявленной суммы,
Maximum benefit of employee {0} exceeds {1} by the sum {2} of previous claimed amount,Максимальная льгота сотрудника {0} превышает {1} на сумму {2} ранее заявленной суммы,
Maximum encashable leaves for {0} are {1},Максимальное количество компенсируемых отпусков для {0} составляет {1},
Minimum Year for Gratuity,Минимальный год для выходного пособия,
Missing Mandatory Field,Отсутствует обязательное поле,
Missing Opening Entries,Отсутствуют начальные проводки,
Missing Relieving Date,Отсутствует дата освобождения,
Missing Tax Slab,Отсутствует налоговая ставка,
Month To Date,С начала месяца,
Month To Date(Company Currency),С начала месяца (в валюте компании),
Multiple Additional Salaries with overwrite property exist for Salary Component {0} between {1} and {2}.,Существует несколько дополнительных зарплат с свойством перезаписи для компонента зарплаты {0} между {1} и {2}.,
Multiple Shift Assignments,Множественные назначения смен,
Name error,Ошибка имени,
Net Pay (Company Currency),Чистая зарплата (в валюте компании),
Net Pay Info,Информация о чистой зарплате,
New Feedback,Новый отзыв,
New Leave(s) Allocated,Распределены новые отпуска,
New shift assignments will be created after this date.,Новые назначения смен будут созданы после этой даты.,
No Employees Selected,Не выбраны сотрудники,
No Interview has been scheduled.,Не запланировано собеседование.,
No Leave Period Found,Не найден период отпуска,
No Salary Slip found for Employee: {0},Не найден расчетный листок для сотрудника: {0},
No Salary Structure Assignment found for employee {0} on or before {1},Не найдено назначение структуры оплаты труда для сотрудника {0} на или до {1},
No Salary Structure assigned to Employee {0} on the given date {1},Не назначена структура оплаты труда сотруднику {0} на указанную дату {1},
No Salary Structures,Нет структур оплаты труда,
No Shift Requests Selected,Не выбраны заявки на смены,
No active employee found associated with the email ID {0}. Try logging in with your employee email ID or contact your HR manager for access.,"Не найден активный сотрудник, связанный с email ID {0}. Попробуйте войти с вашим рабочим email ID или обратитесь к вашему HR менеджеру для получения доступа.",
No applicable Earning component found in last salary slip for Gratuity Rule: {0},Не найден применимый компонент начисления в последнем расчетном листке для правила выходного пособия: {0},
No applicable Earning components found for Gratuity Rule: {0},Не найдены применимые компоненты начисления для правила выходного пособия: {0},
No applicable slab found for the calculation of gratuity amount as per the Gratuity Rule: {0},Не найдена применимая ставка для расчета суммы выходного пособия согласно правилу выходного пособия: {0},
No attendance records found for this criteria.,Не найдены записи посещаемости по этим критериям.,
No attendance records found.,Не найдены записи посещаемости.,
No changes found in timings.,Не найдены изменения во времени.,
No employees found,Не найдены сотрудники,
No employees found for the mentioned criteria:<br>Company: {0}<br> Currency: {1}<br>Payroll Payable Account: {2},Не найдены сотрудники по указанным критериям:<br>Компания: {0}<br> Валюта: {1}<br>Счет расчетов по зарплате: {2},
